BEC-DE-MORTAGNE,ECOLE ELEMENTAIRE DE LA VALLEE,Elémentaire,51 ROUTE DE LA VALLEE,,02 35 27 74 27,0762082A@ac-rouen.fr,0762082A,
BEC-DE-MORTAGNE,ECOLE MATERNELLE DE LA VALLEE,Maternelle,51 ROUTE DE LA VALLEE,,02 35 27 74 27,0762082A@ac-rouen.fr,0762082A,
BELBEUF,ECOLE ELEMENTAIRE MAURICE GENEVOIX,Elémentaire,RUE DU GENERAL DE GAULLE,,02 35 80 24 20,0762414L@ac-rouen.fr,0762414L,
BELBEUF,ECOLE MATERNELLE MAURICE GENEVOIX,Maternelle,RUE DU GENERAL DE GAULLE,,02 35 80 03 92,0762415M@ac-rouen.fr,0762415M,
BELLENCOMBRE,ECOLE ELEMENTAIRE DAVID DOUILLET,Elémentaire,ROUTE DE LA HEUZE,,09 65 10 97 70,0762558T@ac-rouen.fr,0762558T,
BELLENCOMBRE,ECOLE MATERNELLE DAVID DOUILLET,Maternelle,ROUTE DE LA HEUZE,,09 65 10 97 70,0762558T@ac-rouen.fr,0762558T,
BELLEVILLE-EN-CAUX,ECOLE MATERNELLE JULIEN GOUDOUT,Maternelle,PLACE DE L EGLISE,,02 35 32 52 68,0763338R@ac-rouen.fr,0763338R,
BELLEVILLE-SUR-MER,ECOLE ELEMENTAIRE LA CARAVELLE,Elémentaire,PLACE DE LA MAIRIE,,02 35 04 77 61,0760390L@ac-rouen.fr,0760390L,
BELLEVILLE-SUR-MER,ECOLE MATERNELLE LA CARAVELLE,Maternelle,PLACE DE LA MAIRIE,,02 35 85 70 59,0762754F@ac-rouen.fr,0762754F,
BELMESNIL,<Sans nom> - ELEMENTAIRE,Elémentaire,RUE DU STADE,,02 35 04 13 66,0760708G@ac-rouen.fr,0760708G,
BENARVILLE,<Sans nom> - ELEMENTAIRE,Elémentaire,54 ROUTE DE LIMPIVILLE,,02 35 27 10 29,0761445H@ac-rouen.fr,0761445H,
BENOUVILLE,<Sans nom> - ELEMENTAIRE,Elémentaire,2 RUE DU BEAUSOLEIL,,02 35 27 05 05,0760645N@ac-rouen.fr,0760645N,
BERMONVILLE,<Sans nom> - ELEMENTAIRE,Elémentaire,CHEMIN DE L ECOLE,,02 35 96 96 97,0761380M@ac-rouen.fr,0761380M,
BERNEVAL-LE-GRAND,<Sans nom> - ELEMENTAIRE,Elémentaire,RUE LOIC DUBIGEON,Delaunay Virginie ,02 32 90 54 10,0760391M@ac-rouen.fr,0760391M,
BERNIERES,ECOLE ELEMENTAIRE LE LIN BLEU,Elémentaire,VILLAGE,,02 35 39 75 94,0760565B@ac-rouen.fr,0760565B,
BERNIERES,ECOLE MATERNELLE LE LIN BLEU,Maternelle,VILLAGE,,02 35 39 75 94,0760565B@ac-rouen.fr,0760565B,
BERTREVILLE-SAINT-OUEN,<Sans nom> - ELEMENTAIRE,Elémentaire,ROUTE DE LA MAIRIE,,02 35 85 72 10,0760709H@ac-rouen.fr,0760709H,
BERVILLE,<Sans nom> - MATERNELLE,Maternelle,ROUTE DE YERVILLE,,02 32 70 09 22,0760412K@ac-rouen.fr,0760412K,
BERVILLE-SUR-SEINE,<Sans nom> - ELEMENTAIRE,Elémentaire,RUE DU VILLAGE,,02 35 37 57 26,0761471L@ac-rouen.fr,0761471L,
BERVILLE-SUR-SEINE,<Sans nom> - MATERNELLE,Maternelle,RUE DU VILLAGE,,02 35 37 57 26,0761471L@ac-rouen.fr,0761471L,
BETTEVILLE,<Sans nom> - ELEMENTAIRE,Elémentaire,VILLAGE,,02 35 91 63 78,0760909A@ac-rouen.fr,0760909A,
BETTEVILLE,<Sans nom> - MATERNELLE,Maternelle,VILLAGE,,02 35 91 63 78,0760909A@ac-rouen.fr,0760909A,
BEUZEVILLE-LA-GRENIER,ECOLE ELEMENTAIRE LUCIENNE JULIEN,Elémentaire,7 ROUTE DU VILLAGE,,02 35 31 96 26,0762338D@ac-rouen.fr,0762338D,
BEUZEVILLE-LA-GRENIER,ECOLE MATERNELLE PIERRE JULIEN,Maternelle,3 PLACE DE LA MAIRIE,,02 35 38 62 32,0762842B@ac-rouen.fr,0762842B,
BEUZEVILLE-LA-GUERARD,<Sans nom> - ELEMENTAIRE,Elémentaire,VILLAGE,,02 35 29 98 73,0760887B@ac-rouen.fr,0760887B,
BEUZEVILLETTE,<Sans nom> - ELEMENTAIRE,Elémentaire,PLACE DE LA MAIRIE,,02 35 31 96 25,0760568E@ac-rouen.fr,0760568E,
BEUZEVILLETTE,<Sans nom> - MATERNELLE,Maternelle,PLACE DE LA MAIRIE,,02 35 31 96 25,0760568E@ac-rouen.fr,0760568E,
BEZANCOURT,<Sans nom> - ELEMENTAIRE,Elémentaire,11 RUE DE L EGLISE,,02 35 09 21 10,0761271U@ac-rouen.fr,0761271U,
BEZANCOURT,<Sans nom> - MATERNELLE,Maternelle,11 RUE DE L EGLISE,,02 35 09 21 10,0761271U@ac-rouen.fr,0761271U,Pb annuaire rectorat
BIERVILLE,<Sans nom> - ELEMENTAIRE,Elémentaire,RUE DES FOSSES TREMBLES,,02 35 32 38 32,0760468W@ac-rouen.fr,0760468W,
BIHOREL,COLLEGE JULES MICHELET,Collège,1 RUE DE VERDUN,Pavan Jean-Marc ,02 35 59 26 90,0761692B@ac-rouen.fr,0761692B,
BIHOREL,COLLEGE SAINTE-VICTRICE,Collège,15 RUE PHILIBERT CAUX,,02 35 60 23 79,0761724L@ac-rouen.fr,0761724L,
BIHOREL,ECOLE ELEMENTAIRE GEORGES MELIES,Elémentaire,RUE GEORGES MELIÈS,,02 35 60 07 35,0762185M@ac-rouen.fr,0762185M,
BIHOREL,ECOLE ELEMENTAIRE LARPIN,Elémentaire,41 RUE DU DOCTEUR CARON,,02 35 60 06 93,0760436L@ac-rouen.fr,0760436L,
BIHOREL,ECOLE ELEMENTAIRE NOTRE DAME DES ANGES,Elémentaire,1 RUE JOSEPH ROY,,02 35 60 37 48,0761998J@ac-rouen.fr,0761998J,
BIHOREL,ECOLE ELEMENTAIRE RENE COTY,Elémentaire,ALLEE RENE COTY,,02 35 60 49 19,0762921M@ac-rouen.fr,0762921M,
BIHOREL,ECOLE ELEMENTAIRE SAINT VICTRICE,Elémentaire,15 RUE PHILIBERT CAUX,,02 35 60 23 79,0761997H@ac-rouen.fr,0761997H,
BIHOREL,ECOLE MATERNELLE GEORGES MELIES,Maternelle,RUE GEORGES MELIÈS,,02 35 60 13 00,0762158H@ac-rouen.fr,0762158H,
BIHOREL,ECOLE MATERNELLE JEAN MACE,Maternelle,4 BIS RUE JEANNE D ARC,,02 35 60 14 61,0760435K@ac-rouen.fr,0760435K,
BIHOREL,ECOLE MATERNELLE RENE COTY,Maternelle,ALLEE RENE COTY,,02 35 60 14 36,0761310L@ac-rouen.fr,0761310L,
BIHOREL,ECOLE MATERNELLE SAINT VICTRICE,Maternelle,15 RUE PHILIBERT CAUX,,02 35 60 23 79,0761997H@ac-rouen.fr,0761997H,
BIVILLE-LA-BAIGNARDE,ECOLE ELEMENTAIRE ANDRE MALLET,Elémentaire,151 RUE ANDRE MALLET,,02 35 32 86 19,0762137K@ac-rouen.fr,0762137K,
BIVILLE-SUR-MER,<Sans nom> - ELEMENTAIRE,Elémentaire,2 RUE DE L EGLISE,,02 35 83 80 34,0761600B@ac-rouen.fr,0761600B,
BLACQUEVILLE,<Sans nom> - ELEMENTAIRE,Elémentaire,ROUTE DE FREVILLE,,02 35 91 22 67,0760910B@ac-rouen.fr,0760910B,
BLACQUEVILLE,<Sans nom> - MATERNELLE,Maternelle,ROUTE DE FREVILLE,,02 35 91 22 67,0760910B@ac-rouen.fr,0760910B,
BLAINVILLE-CREVON,<Sans nom> - ELEMENTAIRE,Elémentaire,ROUTE DE MORGNY-LA-POMMERAYE,,02 35 34 02 58,0760470Y@ac-rouen.fr,0760470Y,
BLAINVILLE-CREVON,<Sans nom> - MATERNELLE,Maternelle,ROUTE DE MORGNY-LA-POMMERAYE,,02 35 34 00 22,0762725Z@ac-rouen.fr,0762725Z,
BLANGY-SUR-BRESLE,COLLEGE LE CAMPIGNY,Collège,PLACE JEAN MOULIN,Roussel Isabelle ,02 35 93 51 28,0760009X@ac-rouen.fr,0760009X,
BLANGY-SUR-BRESLE,ECOLE ELEMENTAIRE CHARLES FRECHON,Elémentaire,ROUTE DE GRANDE VALLEE,,02 35 93 51 82,0762416N@ac-rouen.fr,0762416N,
BLANGY-SUR-BRESLE,ECOLE MATERNELLE LE CATALPA,Maternelle,RUE MORGAN,,02 35 93 51 64,0760586Z@ac-rouen.fr,0760586Z,
BLOSSEVILLE,ECOLE ELEMENTAIRE LE MANOIR DU VENT,Elémentaire,1 PLACE DE L EGLISE,,02 35 97 98 48,0761156U@ac-rouen.fr,0761156U,
BOIS-D ENNEBOURG,ECOLE ELEMENTAIRE DU BOIS TISON,Elémentaire,284 RUE DE L EGLISE,,02 35 23 58 09,0763325B@ac-rouen.fr,0763325B,
BOIS-D ENNEBOURG,ECOLE MATERNELLE DU BOIS TISON,Maternelle,284 RUE DE L EGLISE,,02 35 23 58 09,0763325B@ac-rouen.fr,0763325B,
BOIS-GUILLAUME,COLLEGE LEONARD DE VINCI,Collège,186 RUE VITTECOQ,Mazot Michel ,02 35 59 25 80,0761950G@ac-rouen.fr,0761950G,
BOIS-GUILLAUME,ECOLE ELEMENTAIRE DES PORTES DE LA FORET,Elémentaire,PLACE DES ERABLES,Pimont Laure ,02 35 59 98 68,0760442T@ac-rouen.fr,0760442T,ecole@portesdelaforet.fr
BOIS-GUILLAUME,ECOLE ELEMENTAIRE FRANCOIS CODET,Elémentaire,1900 RUE DE LA HAIE,,02 35 12 24 87,0760443U@ac-rouen.fr,0760443U,
BOIS-GUILLAUME,ECOLE ELEMENTAIRE GEORGES BERNANOS,Elémentaire,416 RUE DU CARMEL,,02 35 71 99 49,0760444V@ac-rouen.fr,0760444V,
BOIS-GUILLAUME,ECOLE ELEMENTAIRE SAINTE THERESE AVILA,Elémentaire,2719 ROUTE DE NEUFCHATEL,,02 35 60 41 77,0761999K@ac-rouen.fr,0761999K,
BOIS-GUILLAUME,ECOLE ELEMENTAIRE SAINTE THERESE AVILA,Maternelle,2719 ROUTE DE NEUFCHATEL,,02 35 60 41 77,0761999K@ac-rouen.fr,0761999K,
BOIS-GUILLAUME,ECOLE MATERNELLE GEORGES POMPIDOU,Maternelle,255 RUE FIRMIN,,02 35 60 82 32,0762818A@ac-rouen.fr,0762818A,
BOIS-GUILLAUME,ECOLE MATERNELLE GERMAINE COTY,Maternelle,1770 RUE DE LA HAIE,,02 35 12 24 86,0760441S@ac-rouen.fr,0760441S,
BOIS-GUILLAUME,ECOLE MATERNELLE LES BOCQUETS,Maternelle,260 RUE DU GENERAL DE GAULLE,,02 35 60 16 66,0762673T@ac-rouen.fr,0762673T,
BOIS-GUILLAUME,ECOLE MATERNELLE LES CLAIRIERES,Maternelle,220 RUE REINE DES BOIS,,02 35 59 98 61,0763162Z@ac-rouen.fr,0763162Z,
BOIS-HEROULT,<Sans nom> - ELEMENTAIRE,Elémentaire,RUE DU CHÂTEAU,,02 35 34 28 02,0760466U@ac-rouen.fr,0760466U,
